Id,Price
16117,186616.98953125
4529,196693.16078125
11199,194471.30328125
4052,385647.79578125
821,210335.041484375
68,227233.948203125
554,118458.048828125
452,197932.08671875
11394,289401.004921875
11393,170333.083828125
9535,180904.43375
4024,184978.711875
10069,232655.5184375
12007,165938.6378125
12368,363910.8575
1259,347948.73515625
1124,348302.63625
3707,197494.2915625
8767,169105.902734375
1919,172754.282578125
16741,153763.230703125
6664,287683.842421875
5688,382924.55609375
7799,156935.34546875
14843,303645.1121875
7532,150263.71734375
8133,170148.98453125
6264,320347.5015625
4125,163866.21078125
2410,166037.83828125
13607,221444.87671875
1716,271488.1554296875
1370,121891.0059375
2273,394436.412421875
15298,324339.514140625
4284,254132.94140625
12303,138776.6284375
7808,135976.410703125
2203,137984.020078125
7237,121293.80640625
15864,148307.400390625
2844,144979.636875
5729,164433.416171875
11812,373170.407890625
1779,148844.0353125
6442,133781.67734375
6160,205104.40328125
8266,200731.23765625
9903,149856.442890625
2867,133138.519609375
6998,182697.95421875
13932,181177.44796875
12587,163513.49203125
3611,218212.79453125
2646,284902.77609375
1890,162105.4190625
860,246109.91984375
14187,180948.704140625
12569,305313.1646875
1276,92019.7269921875
12025,192410.41765625
4890,291085.763984375
14410,313877.399140625
10352,278930.098984375
11407,187193.59890625
10384,172307.3834375
7622,268253.285078125
12578,160420.260546875
15820,176744.84265625
563,189018.6659375
15226,169540.736171875
6396,211817.87953125
6247,142942.497890625
3339,154761.297421875
10975,288460.406328125
7475,100779.093671875
11129,185749.6659375
3051,227753.2465625
10232,230757.35046875
14106,188724.785625
5502,220123.084140625
4558,69726.1983203125
4181,140899.328125
8426,128521.796875
6611,152494.61015625
14641,133739.990859375
15539,280741.2609375
13119,122434.968828125
11716,170041.3403125
7316,241483.7215625
7791,114553.885234375
13034,330866.67078125
1068,247160.50734375
4060,180831.602578125
10172,225405.27140625
2591,203600.88390625
12494,351516.243125
7828,302120.983359375
15284,187066.8075
7947,172810.770625
16335,221640.2334375
10234,345737.716875
2797,254656.534375
5341,240720.534375
3059,246252.373515625
1559,70411.6171875
15320,262319.72484375
10284,332654.3878125
4134,213825.82953125
4481,237041.858984375
7222,188727.283359375
4062,220764.645625
2192,230113.590625
9637,177424.108125
16236,173475.434765625
4272,164235.520703125
9406,292289.247734375
14309,237988.92796875
1946,288901.002734375
16235,229085.35484375
7146,167481.453125
16784,226235.4240625
349,312523.67078125
6251,166518.48828125
5128,384343.30359375
11718,189109.66390625
16721,87930.0735546875
12517,194065.61234375
15961,182701.78125
9428,164599.25546875
14541,152165.791796875
10168,110209.163046875
11270,164281.73046875
13210,241946.158828125
11518,166086.6290625
12612,202703.94421875
16352,114422.25328125
9935,140453.218828125
15521,248548.01234375
11482,197211.675703125
11443,174981.257578125
9459,247295.41078125
9218,182111.98125
854,144713.0246875
5619,146256.359140625
9208,171678.0940625
4391,133887.12671875
15207,155351.652734375
7183,186350.21375
16442,221590.71515625
7936,78104.973671875
10606,373820.39265625
4979,146512.145234375
4854,275709.1753125
16476,122152.53671875
10516,150816.8525
16261,287166.230078125
90,402284.14390625
5433,179032.070078125
14338,138366.604921875
13487,197804.61640625
8211,494606.78578125
170,182258.1575
14051,96776.138828125
10686,206064.211875
7595,296305.429296875
6777,463233.12640625
14661,180374.7703125
13991,293061.919453125
16795,170342.249921875
2740,127245.9359375
7368,324264.50046875
2413,246146.2246875
1852,477530.74234375
15200,452094.711796875
8467,334130.881875
16379,260466.0325
3375,180075.02609375
5945,489308.1115625
2641,176803.6334375
2837,326862.1803125
3498,217362.80453125
10876,156244.92609375
1285,215936.298359375
9285,217725.5159375
4015,318735.09171875
2526,186537.21265625
7814,208578.9415625
7117,291582.270859375
12359,129874.039765625
3303,265039.98578125
13874,169627.04578125
5484,186377.52375
15067,162061.780078125
12639,226506.85703125
3388,228538.927734375
4256,195760.11859375
15738,195096.31328125
14049,193581.670859375
15780,189287.071875
9564,173646.75109375
11910,212233.022734375
11315,253911.950625
1733,173065.11484375
3910,338982.2228125
7552,484584.12125
254,189979.090078125
5222,211129.70359375
8314,233628.5825
16743,142352.7041015625
10335,107782.49234375
8226,296095.21625
12254,190278.140390625
13152,216217.4123828125
15020,202823.968828125
16349,227385.5975
11924,152136.978671875
12543,188192.7253125
14114,218267.13875
12318,257259.491875
15383,174996.07515625
6679,196365.22546875
635,155973.213359375
15993,247824.48359375
11375,193542.77875
11216,176939.709375
15401,208693.016796875
11301,140187.61234375
13804,263046.9253125
10839,180071.013125
1588,327233.56921875
3596,200808.96921875
5816,169303.075390625
8099,151766.2359375
6551,209299.176484375
14075,508468.69375
13431,212845.0975
9481,316557.562578125
5295,156976.25484375
15859,357999.56875
10634,250208.83234375
444,211307.28640625
11686,277029.7429296875
1213,215181.0259375
13970,183222.407421875
6849,480405.68203125
9911,240415.04984375
5649,163560.73421875
7184,234076.69625
5877,269375.482734375
1655,353038.83171875
15301,211301.998125
12389,222110.04484375
5241,269654.5596875
7048,180030.856640625
10574,132753.357109375
8593,144846.590234375
4752,177577.642265625
14663,191509.42125
10994,208837.99125
87,73083.751796875
5132,118562.63859375
6372,419458.88375
7411,284417.008203125
3319,245264.892890625
9355,128400.1471875
5139,245192.1360546875
56,295301.673671875
3249,154189.55625
5047,84574.61453125
13238,334071.7834375
2190,298759.316484375
15599,180298.7965625
6542,175882.70671875
1968,186954.903125
5630,198969.687578125
9157,311820.90609375
789,192625.05109375
1413,270251.63515625
12514,209003.9684765625
13459,146082.32578125
1345,211228.5643359375
4034,203578.89265625
15169,152374.885234375
6770,243546.805625
3334,186580.52140625
12998,158390.7525
15870,233439.248671875
1871,180998.8546875
5770,147198.57203125
13196,103409.162890625
7633,195909.084375
10699,209130.0296875
15470,199436.65765625
1903,496506.30296875
13860,204668.852109375
7649,396955.61234375
11043,244294.0815625
2922,227869.040625
7538,343033.601328125
9477,122656.61
117,517757.05703125
1457,255453.55265625
7082,164864.59453125
3053,265667.1771875
12522,101592.85953125
5744,392713.98734375
13566,385862.85125
1464,148755.374921875
3852,118170.67734375
9557,233331.359921875
14719,407934.5021875
13978,134833.471875
3286,151239.3940625
13019,317604.538984375
1421,140061.027890625
13502,182805.5159375
14811,133047.053359375
9297,287276.398984375
7749,504373.052109375
16555,138256.790625
14576,175939.6990625
12766,125259.650546875
4679,196499.163203125
10033,201296.04953125
11231,257989.34140625
15112,161031.011875
10617,176761.90546875
2175,172982.84015625
16502,467369.691875
10106,192601.876953125
12561,161791.25
15907,298822.768828125
8069,120800.163515625
8316,132948.62140625
12343,239576.609375
12092,137692.362421875
1527,165792.5771875
10010,227634.5453125
655,113999.499375
10549,141862.073046875
3248,113857.16359375
13499,313083.0928125
14959,216870.418359375
6070,159796.153828125
11360,245369.232578125
12102,200497.9525
11870,282078.185703125
3713,119012.445703125
3230,150839.77203125
7742,225906.058984375
15092,342517.75671875
8728,287590.3228125
3386,141268.825234375
9409,146392.722109375
16545,249219.0661328125
3127,163595.746640625
11344,171388.658046875
2112,233484.484296875
7310,193830.40640625
6313,219219.582421875
3681,393544.0275
5114,362877.9390625
270,153713.774921875
14350,179512.89671875
12223,322902.1740625
1066,179415.15140625
16116,363589.373125
11410,479181.7228125
4088,165535.5096875
5956,191294.9259375
14669,169702.919453125
13871,139128.270078125
4126,264449.966953125
12114,204873.1603125
16607,154899.551328125
4266,215091.62609375
13518,185006.105234375
11856,253724.19703125
3885,210416.195234375
8891,137266.88234375
4964,175308.1203125
7696,160022.803125
6894,125639.805703125
9766,143446.3471875
4800,151704.875625
2840,193892.90140625
4743,183603.955
13562,511524.7275
8301,201167.85125
5405,179501.95328125
1535,155798.386171875
9073,129999.136328125
1698,343109.135
12262,227103.94265625
6794,185144.3728125
12701,167832.69390625
8432,178200.92375
13540,133103.5590625
8629,146754.4284375
1440,184659.290546875
8596,216527.163359375
9575,283104.82796875
14976,101583.087734375
3149,207957.113359375
5157,175076.123203125
10748,180523.12875
9719,373420.9334375
6376,180153.845625
9733,163988.58625
4749,201835.425234375
4994,367312.34671875
538,209304.990078125
5512,124888.584921875
9778,155251.4640625
9761,125936.34578125
3174,389930.5009375
13429,184637.44015625
10467,73303.6821875
14129,196995.693671875
13608,179227.40109375
11106,136058.345
12048,169340.956875
1054,319222.34125
3582,214425.67046875
1566,157691.552890625
11529,136873.391875
11859,146861.85515625
10582,152460.443984375
14907,520915.829375
14039,169813.795
10489,184500.24125
3331,307436.916875
10153,242399.47265625
5271,174355.525390625
11871,392877.056953125
776,124617.954296875
3994,136280.515234375
9433,68302.6556640625
14275,136443.468125
8030,244337.3321875
8169,262756.666640625
8053,191812.743671875
4822,240450.15984375
13197,226197.147578125
13634,252136.42921875
8951,187200.4765625
12176,209173.035078125
15471,140057.05296875
14962,111591.87421875
12512,129859.56109375
8697,477089.282734375
7095,215251.37765625
13639,202623.624453125
16660,172255.749765625
5848,146317.085
5386,179778.133046875
10880,264130.510078125
3954,184919.88875
13426,262026.09140625
5966,203380.12484375
16315,302900.00828125
7455,159170.523515625
11071,232123.810625
14740,222241.88171875
16087,179117.70140625
8931,262677.418046875
15289,169755.899296875
16089,237381.686953125
12128,182153.2065625
4724,225144.23828125
8585,197354.57671875
7188,231919.616640625
5423,150755.151015625
10488,192070.355
5980,222350.1309375
8376,209715.79421875
12397,133753.833671875
16496,226927.929375
4891,229395.59203125
9710,137323.615546875
6339,163808.39828125
244,169528.59890625
5002,234618.93390625
5358,207637.930625
7636,150162.557109375
9361,318623.476875
3601,125068.283671875
15755,155635.78859375
172,184965.300625
3037,337286.444921875
577,252406.4159375
3607,180198.562734375
2515,109746.1490625
10413,152848.2775
10511,228948.589609375
4637,459681.15390625
12736,281708.295234375
9534,232170.226953125
11641,185410.320234375
10419,262029.90484375
15313,196900.046875
14915,193152.44234375
12409,376070.953125
9405,130641.40078125
14066,220133.528984375
14108,207441.3646875
11931,231382.2946875
11464,277055.4953125
926,144015.511875
11190,220275.59515625
10260,179443.1403125
12712,216174.061953125
1234,219704.62109375
11608,98123.529921875
3776,222837.910390625
4881,211314.21796875
10266,213640.653203125
3262,240246.91921875
3576,377738.725625
16604,479188.8665625
8041,180781.00765625
10691,251760.968125
8357,189725.603671875
11661,153259.066015625
4453,245364.66671875
15936,220973.88953125
8463,241708.7721875
15770,222622.165625
466,166705.29890625
14965,89127.9995703125
11227,166334.343203125
9894,269891.578515625
11746,202414.0965625
4118,155826.481953125
756,333888.865078125
15589,165517.275
109,325514.364765625
5778,226103.48234375
1731,87786.110546875
3450,157196.7153125
2961,197568.721484375
222,170037.33828125
11454,346345.9990625
7339,186493.929375
12096,97233.99609375
14074,194221.81390625
4058,456951.3728125
6603,265978.5438671875
3289,126993.12984375
16681,239403.21453125
8200,299768.214140625
3343,420887.08
7802,170139.02859375
2082,383148.47875
217,263853.198046875
1720,168136.931328125
7224,223848.947265625
6176,142355.680234375
12571,251435.472734375
16666,273457.6853125
8908,198110.0053125
6914,194383.739609375
5428,203190.76765625
381,185312.574375
3991,179624.752890625
16365,269559.5884375
1046,192424.17828125
391,151995.6321875
9212,340870.310234375
3022,187913.5453125
9961,109350.49109375
6764,308574.056640625
7720,173678.759296875
4809,222959.365625
8877,302665.089296875
7817,171541.20671875
10614,122073.930703125
5553,249387.2146875
16488,131218.451328125
11002,156812.764375
13592,347296.78765625
15050,236183.37015625
13553,268710.126015625
9041,220612.964921875
5461,412273.04625
16274,427875.903671875
2138,114744.832734375
6245,162634.27859375
8245,196422.42359375
6491,221636.80546875
13218,199289.6209375
13101,102983.36796875
10462,144690.50640625
4079,187341.57296875
1506,425194.815625
14107,130081.9790625
12215,273118.2428125
11576,299444.576953125
10567,229027.64640625
12713,209609.1809375
1468,395084.038671875
2549,228304.22578125
4172,241315.21359375
12380,247948.00140625
3513,104888.61765625
8165,273520.1265625
1127,220135.8434375
14601,403138.52140625
15526,323106.063125
986,325439.183984375
14968,212545.12921875
9348,188130.084140625
6317,274251.477265625
7497,89697.453515625
5079,334600.890625
528,179245.651953125
10964,159997.61875
5812,309879.54171875
11022,193546.8059375
16251,146180.76234375
5863,112365.23890625
8664,218354.1078125
5396,210324.891484375
6917,254126.972578125
12776,125859.895390625
473,257865.079140625
13333,204654.3078515625
13023,183844.7465625
7357,231201.4359375
10955,429007.78953125
11914,344642.16421875
12535,161631.485859375
11205,182377.44015625
13209,184543.869453125
16119,301140.593203125
2174,233629.8559375
4834,218148.21453125
10151,190759.22859375
5584,208072.0430859375
6672,214603.7746875
12858,268163.6165625
5106,156672.23859375
8884,184966.87890625
13766,157035.180625
12556,135484.58734375
12910,212727.354609375
6258,126920.2703125
7100,231814.712265625
1793,189689.465546875
3335,185111.740625
12835,193771.496484375
10591,162463.643359375
15707,226034.990859375
16389,161061.816171875
7440,327863.976328125
6293,178877.90765625
3937,202199.07453125
16527,199850.693203125
5102,250410.8265234375
10734,358399.03515625
7986,167376.134765625
6495,85951.58625
9571,223916.654453125
5131,204290.0003125
10761,364792.14
143,396589.11078125
13829,166274.08140625
13662,213751.160390625
1771,152791.53125
5448,200768.87625
8594,164626.63421875
12038,309253.162421875
16471,183942.91421875
16764,149624.88453125
1282,161516.830625
15101,264918.766015625
9473,138063.00078125
2324,393832.49359375
14448,189984.138515625
6000,70151.01875
2077,142514.381875
12960,229184.457734375
15837,197396.6775
8805,234641.1865625
9987,231757.550078125
1580,305089.28265625
11089,124589.447890625
10926,225367.841875
12773,419841.4775
6490,272879.01171875
10858,124836.171875
2831,128098.8246875
16326,157418.584375
371,240056.3471875
8852,190840.54578125
6713,281606.41640625
4230,192890.402578125
3639,214933.35046875
3642,192463.4209375
5149,213363.87921875
2861,190550.67296875
13300,77923.0821875
2807,425313.19546875
5919,96602.641484375
12716,505264.773125
4271,243901.814375
16055,256517.83609375
3747,221161.381875
5857,244832.48078125
6884,360749.4178125
16027,303145.72828125
3512,298061.23953125
5181,182553.90890625
16732,270552.903203125
1908,180777.6246875
12082,170279.46359375
7286,150218.103046875
8216,140425.9428125
6929,337194.094453125
3950,327840.2071875
12479,180617.17484375
877,126547.0984375
1366,191794.61859375
384,136755.80375
5767,225214.21265625
6910,152409.11515625
187,202957.709609375
10164,263755.647578125
8603,259175.713359375
15834,127445.190703125
3078,134450.90125
3479,248167.84203125
6671,223505.4501171875
6078,182278.305859375
16271,145466.2937109375
16191,164644.486640625
11544,187658.8659375
7781,197219.247265625
14918,320527.72328125
6238,191852.28671875
12989,187750.3825
11907,201372.91453125
9696,148238.252578125
14084,336817.7559375
3895,166345.25640625
4367,165220.552421875
8453,67086.2119921875
7638,338322.122421875
8373,206064.0134375
4674,188478.465859375
15787,146214.661875
5903,287946.050390625
13679,198390.3525
9018,401767.18734375
15823,257439.014609375
13289,150142.21734375
9896,189431.66828125
14436,189129.980625
5547,251763.605859375
4048,420194.526875
16579,209782.48046875
8550,207268.0940625
9385,272264.3175
5242,159356.89078125
31,217434.66765625
6144,271888.741796875
3990,193719.2059375
2523,88681.926328125
12608,282106.65734375
7234,199882.9815625
15264,209812.841015625
9623,187807.26921875
3161,327437.841484375
7425,101693.26125
13021,251493.65171875
4044,152980.612890625
15411,236393.948515625
979,280119.86640625
5514,236173.323359375
4817,167782.1415625
2115,190553.2703125
10571,264614.832109375
8992,248105.838203125
15546,179531.01015625
11359,131527.129609375
11972,178492.94609375
12838,160004.23484375
5948,128807.065078125
422,290667.52390625
4855,160836.296484375
16197,119291.219140625
8926,422180.74859375
5703,182720.2034375
8848,216222.19515625
7039,313203.134296875
3806,168165.19453125
15154,221132.248359375
13132,184210.88203125
7438,194334.66234375
4398,253730.987734375
2440,189924.0871875
3751,137070.87421875
1476,186652.3153125
2264,292918.520234375
16444,165940.93515625
10704,170760.42109375
4033,140457.99921875
4508,117393.12296875
16290,237026.06046875
10387,211233.5384375
5457,154487.17921875
4910,269703.83921875
7451,180274.165703125
10732,163553.341875
8015,146477.835859375
6148,186394.18546875
5892,248055.48234375
7825,224673.1290625
6851,223496.656015625
6633,196275.89375
2139,276074.78265625
10213,280201.83140625
2830,208662.316875
13907,132690.594375
15897,370594.7621875
8311,178061.95359375
14230,192683.200625
3878,180658.483359375
13732,156703.280234375
12110,173899.36140625
10675,384197.494921875
12946,128708.864765625
16754,209309.27984375
4394,248431.364453125
16728,171445.963515625
14378,322771.293828125
9949,171350.5659375
994,175498.835
13258,145961.469140625
5883,387567.01375
6933,348022.81109375
13193,213675.691953125
13286,161158.972578125
13407,421560.3490625
7512,118710.623046875
7221,193058.339765625
14428,137012.453359375
1740,191444.6009375
3,136830.466171875
12952,205486.044296875
11537,127756.24484375
2558,139439.69703125
14081,261439.15625
3517,216692.608671875
7149,226727.5434375
15777,121127.814140625
8995,230391.383125
826,415638.51640625
509,275651.595078125
14875,330902.638125
6591,159028.993046875
11283,110011.87453125
9897,246292.287265625
14902,186972.052109375
14291,213182.32484375
3162,241467.7396875
4206,186717.051875
11580,205964.11890625
2007,235811.265546875
14939,340499.919453125
13572,320361.197734375
10720,169822.56546875
4253,301724.699375
10857,114335.446796875
6254,173042.62734375
14681,212973.38875
8080,117477.922578125
8006,168145.773046875
13135,146748.54734375
4527,232305.618515625
12688,216016.6009375
15920,115307.17515625
16786,120077.825859375
16637,180385.02640625
949,144224.414296875
10696,289127.695078125
605,257456.819296875
10819,204295.516328125
9490,163386.66015625
1813,188577.149609375
15958,323615.0021875
10873,384271.03359375
14381,224419.223984375
5745,134110.008515625
286,251871.799453125
14799,295516.448984375
437,166705.582265625
12172,74697.3405078125
8534,119526.36109375
14463,426117.31484375
13672,180529.76296875
6720,218079.256875
16057,214459.59796875
2659,477277.8325
11649,152624.568984375
4478,122986.2934375
555,348812.32625
4819,254142.54125
15188,330308.4690625
16115,193981.469296875
11427,124555.489140625
15483,160812.375078125
829,173634.485625
13576,250238.25578125
13810,250042.61578125
1052,155169.190859375
10673,157029.8725
8525,338560.14796875
13154,247101.825546875
13856,157714.077109375
5125,298684.739140625
5551,233942.44203125
14262,184077.35953125
8872,146499.65453125
10341,223634.78609375
7231,168484.513125
10950,218449.782578125
4031,141153.26453125
13852,126476.443828125
5886,283801.825546875
859,440842.77765625
9436,184721.51359375
13638,294817.8990625
15337,203918.0546875
5506,253764.18171875
13550,120192.33390625
12630,157613.375
6466,129324.903125
3282,156110.09671875
4474,134648.315625
138,219910.2778125
15490,182332.8215625
11584,252350.2428125
13309,148955.228984375
8860,348044.10890625
14037,191683.61796875
1329,240559.6640625
2198,526295.787265625
1210,321848.29796875
10076,194810.901875
6692,302727.95046875
6074,155972.926796875
13921,193157.549375
1646,258764.651796875
11676,194905.48125
683,106502.421953125
4839,124296.240859375
12392,152179.545703125
5206,210921.468515625
9104,311579.945234375
15554,189640.56
1590,211492.2325
7894,337301.893984375
9286,153905.01546875
15364,340954.612265625
8260,251413.635
5746,126081.55625
3357,406826.900234375
4755,178321.10578125
5896,125046.16640625
16520,203134.17546875
8880,224150.97296875
9321,201723.6734375
16463,157277.86046875
4861,177188.0964453125
5687,192528.244375
2785,350178.317734375
5571,228618.0471875
11070,503471.764375
11577,226274.432890625
3993,156860.939453125
10908,257363.72125
3696,194104.628125
1755,150500.4509375
4053,214968.0221875
11954,274932.220546875
15294,174889.26140625
12452,191462.11640625
2202,145559.366171875
13564,230431.4196875
5134,263278.1428125
7447,127075.71703125
5929,132109.881953125
16714,194387.898125
13005,308159.051484375
11740,230095.12453125
3535,176339.9921875
11837,231038.282734375
7382,178348.87515625
16709,214770.992734375
5908,214989.634921875
16333,187772.52828125
14776,231574.734296875
831,179752.50515625
5944,182690.452890625
1764,312417.42265625
5782,147571.98421875
7091,275992.83328125
7871,189562.467890625
10449,159185.119140625
15137,129817.911015625
2181,283813.295390625
8667,337762.2559375
4207,290336.257578125
3528,194259.1875
5611,124259.90734375
5894,195994.3240625
14255,140527.9071875
16064,108025.185078125
5076,223316.828125
